2016-04-06 21:22:20 ERROR TCPClient:33 - Error while initiating TCP client Connection refused
2016-04-06 21:22:20 INFO  KafkaMessageListner:32 - Kafka consumer properties are set successfully
2016-04-06 21:22:21 INFO  VerifiableProperties:68 - Verifying properties
2016-04-06 21:22:21 INFO  VerifiableProperties:68 - Property auto.commit.interval.ms is overridden to 1000
2016-04-06 21:22:21 INFO  VerifiableProperties:68 - Property group.id is overridden to groupid11
2016-04-06 21:22:21 INFO  VerifiableProperties:68 - Property zookeeper.connect is overridden to localhost:2181
2016-04-06 21:22:21 INFO  VerifiableProperties:68 - Property zookeeper.session.timeout.ms is overridden to 400
2016-04-06 21:22:21 INFO  VerifiableProperties:68 - Property zookeeper.sync.time.ms is overridden to 200
2016-04-06 21:22:21 INFO  ZookeeperConsumerConnector:68 - [groupid11_vithulan-ThinkPad-T530-1459957941316-26f373ca], Connecting to zookeeper instance at localhost:2181
2016-04-06 21:22:21 INFO  ZkEventThread:64 - Starting ZkClient event thread.
2016-04-06 21:22:21 INFO  ZooKeeper:100 - Client environment:zookeeper.version=3.4.6-1569965, built on 02/20/2014 09:09 GMT
2016-04-06 21:22:21 INFO  ZooKeeper:100 - Client environment:host.name=vithulan-ThinkPad-T530
2016-04-06 21:22:21 INFO  ZooKeeper:100 - Client environment:java.version=1.8.0_65
2016-04-06 21:22:21 INFO  ZooKeeper:100 - Client environment:java.vendor=Oracle Corporation
2016-04-06 21:22:21 INFO  ZooKeeper:100 - Client environment:java.home=/usr/local/java/jdk1.8.0_65/jre
